Gender,Age,Height,Weight,Number_of_siblings,Dominant_hand,Education,Only_child,Fear_score,Religiosity_score,Smoking,Alcohol,I_live_a_healthy_lifestyle,I_like_music,Music_diversity_score,Punctuality,Lying,Happiness_score
male,28,192,105,1,right handed,masters degree,no,36,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,58,i am always on time,sometimes,11
male,19,181,70,1,right handed,secondary school,no,26,67,never smoked,social drinker,Agree,Strongly Agree,75,i am always on time,only to avoid hurting someone,11
female,16,153,62,1,right handed,primary school,no,34,60,never smoked,never,Strongly Agree,Strongly Agree,49,i am always on time,sometimes,12
female,18,160,63,2,right handed,primary school,no,46,60,former smoker,never,Agree,Strongly Agree,50,i am always on time,sometimes,11
male,22,181,72,1,right handed,secondary school,no,26,37,current smoker,social drinker,Disagree,Strongly Agree,47,i am often running late,everytime it suits me,10
female,20,172,63,1,right handed,secondary school,no,58,67,former smoker,social drinker,Neither Agree nor Disagree,Agree,57,i am always on time,sometimes,9
male,22,175,60,1,right handed,secondary school,no,44,53,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,sometimes,9
female,20,164,57,1,right handed,secondary school,no,56,57,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,59,i am often running late,everytime it suits me,10
male,27,183,80,5,left handed,masters degree,no,38,83,never smoked,social drinker,Neither Agree nor Disagree,Agree,44,i am often early,sometimes,13
female,18,173,75,0,right handed,secondary school,yes,40,33,tried smoking,social drinker,Disagree,Agree,39,i am often running late,only to avoid hurting someone,6
female,25,173,58,1,right handed,college/bachelor degree,no,68,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,42,i am often running late,sometimes,9
male,21,185,72,1,right handed,secondary school,no,48,40,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often running late,everytime it suits me,10
